name;open;high;low;close;volume;marketCap;timestamp
"2781";0.0851052855;0.0879316994;0.0818350802;0.0845066983;1900320.73;0;"2025-05-19T00:00:00.000Z"
"2781";0.0845067207;0.0876050333;0.0807654502;0.082700455;1722917.53;0;"2025-05-20T00:00:00.000Z"
"2781";0.0827004954;0.0883483414;0.0808033896;0.0827809328;2359580.94;0;"2025-05-21T00:00:00.000Z"
"2781";0.0827816116;0.0842026017;0.0731595364;0.0841076402;1872579.18;0;"2025-05-22T00:00:00.000Z"
"2781";0.0841076402;0.0960184566;0.0821270992;0.0884229686;2159191.75;0;"2025-05-23T00:00:00.000Z"
"2781";0.0884230342;0.1196216719;0.0883570579;0.1122814773;2079147.36;0;"2025-05-24T00:00:00.000Z"
"2781";0.11228094;0.1128906092;0.095804274;0.1029867551;1846601.36;0;"2025-05-25T00:00:00.000Z"
"2781";0.1029867767;0.118053999;0.0998084201;0.0998130027;1765430.8;0;"2025-05-26T00:00:00.000Z"
"2781";0.0998126263;0.1092621054;0.0959054254;0.1070401237;1751699.69;0;"2025-05-27T00:00:00.000Z"
"2781";0.1070633594;0.1077742404;0.0933024951;0.0953092124;1463753.49;0;"2025-05-28T00:00:00.000Z"
"2781";0.0953091924;0.0959382409;0.0839830398;0.0845346891;1666164.78;0;"2025-05-29T00:00:00.000Z"
"2781";0.0845364583;0.1141613547;0.0735190015;0.0898875407;3087374.14;0;"2025-05-30T00:00:00.000Z"
"2781";0.0898874485;0.1057856241;0.0842840854;0.0916755176;3481883.34;0;"2025-05-31T00:00:00.000Z"
"2781";0.0916515731;0.1036334147;0.0633546626;0.0673219;3270845.37;0;"2025-06-01T00:00:00.000Z"
"2781";0.0673274571;0.0908110844;0.0664954827;0.0830362424;2394518.57;0;"2025-06-02T00:00:00.000Z"
"2781";0.0830362424;0.0920506693;0.075808045;0.0900211794;2516636.77;0;"2025-06-03T00:00:00.000Z"
"2781";0.0901141806;0.0986590236;0.0829501783;0.0863933928;3174442.69;0;"2025-06-04T00:00:00.000Z"
"2781";0.0863269101;0.090817957;0.0774365195;0.0789940724;2696061.43;0;"2025-06-05T00:00:00.000Z"
"2781";0.0790300823;0.0820369681;0.0739736725;0.0778502511;0;0;"2025-06-06T00:00:00Z"
